Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,playerid,MLBAMID
Alejandro Kirk,TOR,123,422,8,34,43,0,0.099526066,0.106635071,0.107526881,0.264797507,0.25,0.334123222,0.357526881,0.308114059,0.32,95.66103391,-6.6526473,-8.846620331,17.36855865,2.295303583,Alejandro Kirk,22581,672386
Wilmer Flores,SFG,126,454,23,51,60,0,0.09030837,0.138766519,0.224691358,0.285714285,0.283950617,0.35462555,0.508641975,0.367992631,0.333,134.2116082,-3.107684505,16.13420871,-8.54799217,2.294663116,Wilmer Flores,5827,527038
Geraldo Perdomo,ARI,144,495,6,71,47,16,0.129292929,0.173737373,0.113022113,0.294670846,0.245700245,0.353430353,0.358722358,0.31906404,0.275,97.7894064,1.821394279,0.465791144,5.700684369,2.292001028,Geraldo Perdomo,22799,672695
Gabriel Moreno,ARI,111,380,7,33,50,6,0.076315789,0.197368421,0.123167155,0.338345864,0.284457478,0.339473684,0.407624633,0.324646743,0.314,101.5319622,-2.597657376,-1.87646669,11.84946966,2.28195019,Gabriel Moreno,22664,672515
Jason Heyward,LAD,124,377,15,56,40,2,0.090185676,0.169761273,0.203592815,0.290697674,0.269461077,0.339572192,0.473053892,0.347728344,0.319,120.3566753,-1.321715225,8.18579188,1.616006613,2.254713892,Jason Heyward,4940,518792
Jake Burger,- - -,141,540,34,71,80,1,0.059259259,0.275925925,0.268292682,0.284345047,0.25,0.309259259,0.518292682,0.349012236,0.359,119.8647088,-0.780365627,12.33183491,-8.406545997,2.233034528,Jake Burger,22275,669394
Nolan Gorman,STL,119,464,27,59,76,7,0.114224137,0.318965517,0.241379311,0.296137339,0.236453201,0.327586206,0.477832512,0.344517074,0.354,117.9720646,0.137174561,10.46798541,-3.902293801,2.226779636,Nolan Gorman,22263,669357
Brandon Belt,TOR,103,404,19,53,43,0,0.150990099,0.3490099,0.235988201,0.370165745,0.253687315,0.368811881,0.489675516,0.369037566,0.336,137.8884522,-2.162263243,16.17864372,-8.348261118,2.164686244,Brandon Belt,10264,474832
Mitch Garver,TEX,87,344,19,45,50,0,0.127906976,0.238372093,0.22972973,0.312820512,0.27027027,0.37026239,0.5,0.374233522,0.365,140.1663795,-1.924332157,14.63160265,-4.825470991,2.156179234,Mitch Garver,15161,641598
J.D. Davis,SFG,144,546,18,61,69,1,0.095238095,0.278388278,0.164583334,0.319620253,0.247916666,0.325367647,0.4125,0.321226845,0.323,102.8605651,-2.370874966,-0.435955306,3.39937526,2.145391986,J.D. Davis,16219,605204
Jon Berti,MIA,133,424,7,53,33,16,0.068396226,0.181603773,0.110824743,0.348534201,0.293814432,0.343601895,0.404639175,0.325095355,0.324,100.8400934,1.976114378,2.417391966,4.49173069,2.125502854,Jon Berti,12037,542932
J.T. Realmuto,PHI,135,540,20,70,63,16,0.064814814,0.255555555,0.200408998,0.306547619,0.251533742,0.310408921,0.45194274,0.323985185,0.334,102.1393284,-0.397437251,1.033727673,1.826780796,2.11480148,J.T. Realmuto,11739,592663
Brent Rooker,OAK,137,526,30,61,69,4,0.093155893,0.326996197,0.241900648,0.316981132,0.246220302,0.328897338,0.48812095,0.348247941,0.343,126.0869011,-0.744441529,15.69703493,-12.59551668,2.111034037,Brent Rooker,19627,667670
Kerry Carpenter,DET,118,459,20,57,64,6,0.069716775,0.250544662,0.193779905,0.338028169,0.277511961,0.339869281,0.471291866,0.347166954,0.336,122.5730475,0.119377603,12.53405558,-7.210840106,2.103074591,Kerry Carpenter,25961,681481
Ryan Noda,OAK,128,495,16,63,54,3,0.155555555,0.343434343,0.177339901,0.346846846,0.229064039,0.363636363,0.40640394,0.34170608,0.334,121.5525938,0.52561426,13.30874767,-9.293870211,2.095924655,Ryan Noda,23312,676116
Daulton Varsho,TOR,158,581,20,65,61,16,0.077452667,0.232358003,0.168880456,0.256,0.220113851,0.284974093,0.388994307,0.292560005,0.302,84.88017826,2.363248242,-8.162558248,8.99798274,2.073461618,Daulton Varsho,19918,662139
Bo Naylor,CLE,67,230,11,33,32,5,0.130434782,0.230434782,0.232323232,0.266666666,0.237373737,0.339130434,0.469696969,0.346810003,0.309,122.3779062,1.687556774,7.854640781,4.99897933,2.069572006,Bo Naylor,21865,666310
Bryan Reynolds,PIT,145,640,24,85,84,12,0.0828125,0.215625,0.196864111,0.303827751,0.263066202,0.3296875,0.459930313,0.337591147,0.36,109.2525159,1.324144423,8.660126697,-9.652349472,2.069423916,Bryan Reynolds,19326,668804
Maikel Garcia,KCR,123,515,4,59,50,23,0.073786407,0.22330097,0.086206896,0.343661971,0.271551724,0.322957198,0.35775862,0.298739243,0.319,83.37756447,1.316663683,-8.940669541,11.96503377,2.065661073,Maikel Garcia,22715,672580
Michael A. Taylor,MIN,129,388,21,48,51,13,0.067010309,0.335051546,0.222535212,0.27804878,0.219718309,0.277922077,0.442253521,0.307546935,0.306,94.59946519,3.012037074,0.501300937,6.093709111,1.98669164,Michael A. Taylor,11489,572191
Danny Jansen,TOR,86,301,17,38,53,0,0.07641196,0.205980066,0.246268657,0.232804232,0.22761194,0.312292358,0.473880597,0.336298447,0.316,115.1962515,-1.10166883,4.379025063,4.808625817,1.947213841,Danny Jansen,16535,643376
Teoscar Hernández,SEA,160,678,26,70,93,7,0.056047197,0.311209439,0.1776,0.341772151,0.2576,0.305309734,0.4352,0.316505408,0.336,106.481823,-4.396506293,0.86923407,-4.657374859,1.944674667,Teoscar Hernandez,13066,606192
Lourdes Gurriel Jr.,ARI,145,592,24,65,82,5,0.055743243,0.173986486,0.201451906,0.28169014,0.261343012,0.309121621,0.462794918,0.329345438,0.324,104.6818934,0.133553239,3.567247975,-4.191781044,1.943461573,Lourdes Gurriel Jr.,19238,666971
Davis Schneider,TOR,35,141,8,23,20,1,0.14893617,0.304964539,0.327586207,0.369230769,0.275862068,0.404255319,0.603448275,0.423777747,0.355,175.8300717,-0.265662914,12.5456358,1.829786509,1.91646206,Davis Schneider,23565,676914
Will Benson,CIN,108,329,11,51,31,19,0.121580547,0.313069908,0.222996515,0.390804597,0.275261324,0.364741641,0.498257839,0.36938806,0.321,126.6598796,1.767820022,12.63389107,-4.627573043,1.913045624,Will Benson,21853,666181
Tommy Pham,- - -,129,481,16,55,68,22,0.097713097,0.22037422,0.190140845,0.3,0.255868544,0.328482328,0.446009389,0.332118848,0.361,109.4081383,2.62615695,8.232339388,-5.440719306,1.908035871,Tommy Pham,2967,502054
Cedric Mullins,BAL,116,455,15,51,74,19,0.094505494,0.221978021,0.183168317,0.270547945,0.232673267,0.305309734,0.415841584,0.310649495,0.291,98.6878433,3.631615162,2.916246885,0.538913667,1.903095236,Cedric Mullins,17929,656775
Spencer Steer,CIN,156,665,23,74,86,15,0.102255639,0.209022556,0.192439862,0.318396226,0.271477663,0.356390977,0.463917525,0.354839719,0.333,116.906902,-0.534494509,13.39399875,-17.23636198,1.869916822,Spencer Steer,26323,668715
Jazz Chisholm Jr.,MIA,97,383,19,50,51,22,0.067885117,0.308093994,0.207386363,0.31797235,0.25,0.303664921,0.457386363,0.32519813,0.307,100.9089921,3.841596636,4.272894554,1.447518259,1.868056739,Jazz Chisholm Jr.,20454,665862
José Caballero,SEA,104,280,4,37,26,26,0.1,0.235714285,0.0995671,0.284848484,0.22077922,0.342857142,0.32034632,0.304501143,0.299,98.16140431,2.969907467,2.353061333,6.71764338,1.863618941,Jose Caballero,23401,676609
Mauricio Dubón,HOU,132,492,10,76,46,7,0.038617886,0.142276422,0.132762312,0.307692307,0.278372591,0.308943089,0.411134903,0.310561691,0.303,97.5536538,0.666298545,-0.775868604,2.443611622,1.851598083,Mauricio Dubon,16530,643289
Freddy Fermin,KCR,70,235,9,26,32,0,0.055319148,0.212765957,0.179723503,0.322981366,0.28110599,0.32051282,0.460829493,0.333333694,0.333,107.3557363,-0.229523303,1.841698429,8.591412067,1.845331815,Freddy Fermin,21840,666023
Anthony Volpe,NYY,159,601,21,62,60,24,0.086522462,0.277870216,0.17375231,0.259154929,0.208872458,0.283333333,0.382624768,0.290249747,0.308,81.93180563,3.387032607,-9.624300758,7.435898721,1.840441114,Anthony Volpe,27647,683011
Mickey Moniak,LAA,85,323,14,35,45,6,0.027863777,0.349845201,0.215434083,0.39673913,0.279742765,0.306501547,0.495176848,0.339087387,0.308,114.0260419,0.584269051,6.012648933,1.200321496,1.825662355,Mickey Moniak,19956,666160
Elly De La Cruz,CIN,98,427,13,67,44,35,0.081967213,0.337236533,0.175257732,0.336206896,0.234536082,0.300469483,0.409793814,0.30457371,0.303,83.2093649,6.627108016,-2.254946947,5.949327707,1.815101039,Elly De La Cruz,26668,682829
Carlos Correa,MIN,135,580,18,60,65,0,0.101724137,0.225862068,0.1692607,0.27173913,0.229571984,0.312068965,0.398832684,0.308579124,0.33,95.31489819,-2.878838272,-6.134802351,4.405897021,1.814327658,Carlos Correa,14162,621043
LaMonte Wade Jr.,SFG,135,519,17,64,45,2,0.146435452,0.183044315,0.160839161,0.289719626,0.256410256,0.372815533,0.417249417,0.347133345,0.36,120.2278727,-1.47131283,11.53445591,-10.97460079,1.81423657,LaMonte Wade Jr.,18126,664774
Ryan McMahon,COL,152,627,23,80,70,5,0.10845295,0.315789473,0.190990991,0.326409495,0.239639639,0.322169059,0.43063063,0.324937269,0.335,90.19436815,-3.042585558,-10.65919317,7.497292757,1.809024149,Ryan McMahon,15112,641857
George Springer,TOR,154,683,21,87,72,20,0.08784773,0.183016105,0.146818923,0.291489361,0.257748776,0.327459618,0.404567699,0.319704067,0.332,103.6943226,-0.381523138,2.641824545,-8.006931283,1.804550543,George Springer,12856,543807
Jorge Soler,MIA,137,580,36,77,75,1,0.113793103,0.243103448,0.261904761,0.271903323,0.25,0.34137931,0.511904761,0.36067215,0.374,124.6902135,-2.841310673,14.89941161,-16.62980032,1.792531551,Jorge Soler,14221,624585
Matt Vierling,DET,134,530,10,63,44,6,0.083018867,0.211320754,0.127348643,0.32122905,0.260960334,0.328922495,0.388308977,0.314590678,0.322,99.99371707,-0.166132284,-0.170122263,-0.296264172,1.76895308,Matt Vierling,21558,663837
Ezequiel Tovar,COL,153,615,15,79,73,11,0.040650406,0.269918699,0.154905335,0.327543424,0.253012048,0.287112561,0.407917383,0.298480434,0.291,72.4581247,-0.813329324,-21.79727153,17.99709749,1.704720238,Ezequiel Tovar,24064,678662
Andy Ibáñez,DET,114,383,11,42,41,1,0.062663185,0.180156657,0.168539326,0.299638989,0.264044943,0.311518324,0.432584269,0.320429586,0.331,104.0407917,-0.64027923,1.214096826,2.600829735,1.692341679,Andy Ibanez,18819,628451
Triston Casas,BOS,132,502,24,66,65,0,0.139442231,0.250996015,0.226107226,0.316725978,0.263403263,0.366533864,0.489510489,0.367299685,0.37,129.5784811,-2.960977475,14.8305061,-15.2346549,1.679248169,Triston Casas,22514,671213
Mark Canha,- - -,139,507,11,51,62,11,0.096646942,0.15581854,0.137931035,0.293447293,0.262068965,0.355029585,0.4,0.332823517,0.323,110.6413408,1.017017837,7.700807442,-8.200286303,1.667945571,Mark Canha,11445,592192
Ryan Mountcastle,BAL,115,470,18,64,68,3,0.078723404,0.227659574,0.182033097,0.314754098,0.269503546,0.327659574,0.451536643,0.333261852,0.356,114.3609641,0.701953298,8.789448421,-8.237646163,1.664960543,Ryan Mountcastle,18373,663624
Mike Tauchman,CHC,108,401,8,64,48,7,0.139650872,0.21446384,0.12462908,0.31300813,0.252225519,0.3625,0.376854599,0.32999702,0.345,109.3216188,0.14020045,4.770980666,-1.750719905,1.659789612,Mike Tauchman,15274,643565
Luis Rengifo,LAA,126,445,16,55,51,6,0.092134831,0.184269662,0.180203046,0.293333333,0.26395939,0.339325842,0.444162436,0.338832557,0.323,113.8494135,-0.503178133,6.881370776,-5.554593325,1.656604229,Luis Rengifo,19858,650859
Trent Grisham,SDP,153,555,13,67,50,15,0.135135135,0.277477477,0.153518123,0.264026402,0.198294243,0.314545454,0.351812366,0.298842239,0.322,89.57332968,1.471362367,-5.697612914,3.416300774,1.652893049,Trent Grisham,18564,663757
Mike Yastrzemski,SFG,106,381,15,54,43,2,0.118110236,0.259842519,0.212121212,0.285714285,0.233333333,0.329815303,0.445454545,0.332923288,0.325,110.7016753,-0.441942092,4.609265349,-1.068470001,1.643934587,Mike Yastrzemski,14854,573262
Gary Sánchez,- - -,75,267,19,33,47,0,0.078651685,0.250936329,0.275,0.211538461,0.216666666,0.288389513,0.491666666,0.329477669,0.343,110.1065366,-0.815500864,2.52746599,4.885125026,1.643780204,Gary Sanchez,11442,596142
Matt Wallner,MIN,76,254,14,42,41,2,0.11023622,0.314960629,0.258215962,0.327731092,0.248826291,0.37007874,0.507042253,0.376930906,0.374,142.6910166,0.317982371,13.31078352,-5.777179241,1.621282826,Matt Wallner,26466,670242
Christopher Morel,CHC,107,429,26,62,70,6,0.083916083,0.31002331,0.260309278,0.303030303,0.24742268,0.313084112,0.507731958,0.347169119,0.34,120.8335224,2.478840854,13.55115639,-11.99135971,1.60902179,Christopher Morel,21897,666624
Ryan O'Hearn,BAL,112,368,14,48,60,5,0.040760869,0.222826086,0.190751445,0.339920948,0.289017341,0.321525885,0.479768786,0.339215127,0.324,118.4873094,-0.973131335,7.178679743,-4.329297066,1.544679113,Ryan O'Hearn,16442,656811
Jared Triolo,PIT,54,209,3,30,21,6,0.114832535,0.301435406,0.099447514,0.439655172,0.298342541,0.387559808,0.397790055,0.350011282,0.324,117.5787778,0.308232215,4.859720417,3.304857999,1.52225835,Jared Triolo,25807,669707
Jarred Kelenic,SEA,105,416,11,44,49,13,0.098557692,0.317307692,0.166666666,0.359307359,0.252688172,0.326923076,0.419354838,0.32080896,0.333,109.4647092,0.837192091,5.554923191,-4.602293938,1.519958616,Jarred Kelenic,22558,672284
Brendan Donovan,STL,95,371,11,48,34,5,0.088948787,0.142857142,0.137614679,0.31060606,0.284403669,0.364864864,0.422018348,0.344615916,0.354,118.0383266,-0.294000781,7.996649855,-5.631961584,1.49277541,Brendan Donovan,24679,680977
Connor Joe,PIT,133,472,11,63,42,3,0.105932203,0.233050847,0.174334141,0.310580204,0.246973365,0.33898305,0.421307506,0.332420275,0.329,105.7860448,-2.773383583,0.609929997,-1.802454948,1.480254236,Connor Joe,16572,656582
Johan Rojas,PHI,59,164,2,24,23,14,0.030487804,0.25609756,0.127516779,0.409523809,0.302013422,0.341772151,0.429530201,0.335218233,0.267,109.6697862,3.250039431,5.214662224,3.974583685,1.471972405,Johan Rojas,24336,679032
Carlos Santana,- - -,146,619,23,78,86,6,0.105008077,0.168012924,0.189090909,0.25526932,0.24,0.31825525,0.429090909,0.323313638,0.308,100.4940579,0.558097346,0.936964482,-7.261810899,1.466518502,Carlos Santana,2396,467793
Adam Duvall,BOS,92,353,21,45,58,4,0.062322946,0.31161473,0.284375,0.298969072,0.246875,0.303116147,0.53125,0.347401128,0.304,115.7863553,0.819632209,7.496751823,-4.953449368,1.462776615,Adam Duvall,10950,594807
Kyle Farmer,MIN,120,369,11,49,46,2,0.062330623,0.23306233,0.151785715,0.311203319,0.25595238,0.31707317,0.407738095,0.315661,0.313,100.2235012,-1.3907542,-1.291935575,3.27720809,1.461937602,Kyle Farmer,14813,571657
Spencer Torkelson,DET,159,684,31,88,94,3,0.097953216,0.25,0.212871287,0.268948655,0.232673267,0.312865497,0.445544554,0.325709525,0.349,107.7004337,0.10883646,6.419919071,-15.32966757,1.454513118,Spencer Torkelson,27465,679529
Alec Bohm,PHI,145,611,20,74,97,4,0.06873977,0.153846153,0.163082437,0.295555555,0.274193548,0.327332242,0.437275985,0.329211966,0.343,105.6432799,-3.277381836,0.994224897,-7.171403885,1.454138955,Alec Bohm,21618,664761
Alex Verdugo,BOS,142,602,13,81,54,5,0.07475083,0.154485049,0.157509158,0.294382022,0.263736263,0.323920265,0.421245421,0.321860686,0.331,98.08371462,-0.488907338,-1.871165794,-4.420598269,1.4346895,Alex Verdugo,17027,657077
Jonathan India,CIN,119,529,17,78,61,14,0.098298676,0.206049149,0.162995594,0.280597014,0.244493392,0.338374291,0.407488986,0.327295414,0.339,98.44163616,2.638118132,1.616842445,-5.237817451,1.431215351,Jonathan India,21523,663697
Harold Ramírez,TBR,122,434,12,58,68,5,0.050691244,0.182027649,0.1475,0.358730158,0.3125,0.352534562,0.46,0.349487561,0.319,127.0256195,-1.853105728,12.20083008,-12.79402304,1.427470218,Harold Ramirez,14387,623912
Jorge Polanco,MIN,80,343,14,38,48,4,0.104956268,0.256559766,0.198675497,0.310344827,0.254966887,0.335276967,0.453642384,0.340127447,0.348,117.1817319,-0.141930935,6.919514975,-4.681688309,1.398061371,Jorge Polanco,13152,593871
Taylor Ward,LAA,97,409,14,60,47,4,0.095354523,0.195599022,0.168539326,0.283582089,0.252808988,0.334963325,0.421348314,0.329047493,0.338,107.0671715,-1.758773861,1.704617099,-1.748255968,1.396635475,Taylor Ward,17548,621493
Jesús Sánchez,MIA,125,402,14,43,52,3,0.094527363,0.266169154,0.197222223,0.320833333,0.252777777,0.326683291,0.45,0.33395061,0.35,106.7765161,-0.287574164,3.087248739,-2.744366288,1.396196207,Jesus Sanchez,19913,660821
Nick Castellanos,PHI,157,671,29,79,106,11,0.053651266,0.275707898,0.204472843,0.337320574,0.271565495,0.311475409,0.476038338,0.334612437,0.32,109.2636699,-2.790909353,4.909681482,-14.28016615,1.338994793,Nick Castellanos,11737,592206
Kyle Higashioka,NYY,92,260,10,24,34,0,0.053846153,0.284615384,0.17768595,0.291925465,0.23553719,0.274131274,0.41322314,0.29327701,0.309,84.03006745,-0.488293543,-5.463475953,9.924443245,1.335439518,Kyle Higashioka,5517,543309
Stone Garrett,WSN,89,271,9,40,40,3,0.095940959,0.302583025,0.188034188,0.364864864,0.269230769,0.343283582,0.457264957,0.343679692,0.345,116.3006838,0.572357279,6.044955595,-2.002214432,1.321299482,Stone Garrett,19273,656448
Chris Taylor,LAD,117,384,15,51,56,16,0.106770833,0.325520833,0.183431953,0.326633165,0.23668639,0.325520833,0.420118343,0.323495426,0.312,104.1113103,1.53258126,3.488406001,-3.298161745,1.319990217,Chris Taylor,13757,621035
Ezequiel Duran,TEX,122,439,14,55,46,8,0.052391799,0.273348519,0.167487685,0.357664233,0.275862068,0.324200913,0.443349753,0.330108541,0.319,109.5823882,-2.555773492,2.484694484,-4.434332252,1.309335911,Ezequiel Duran,23733,677649
Whit Merrifield,TOR,145,592,11,66,67,26,0.06081081,0.170608108,0.109689214,0.31292517,0.272394881,0.317567567,0.382084095,0.304113359,0.276,92.88806141,1.279655935,-3.765124663,-3.558499813,1.297540996,Whit Merrifield,11281,593160
Vladimir Guerrero Jr.,TOR,156,682,26,78,94,5,0.098240469,0.146627565,0.179401993,0.277083333,0.264119601,0.34457478,0.443521594,0.339735052,0.378,117.5782373,-4.17771854,10.18683977,-20.65672541,1.292089348,Vladimir Guerrero Jr.,19611,665489
Andrew McCutchen,PIT,112,473,12,55,43,11,0.158562367,0.21141649,0.141025641,0.312056737,0.256410256,0.378435517,0.397435897,0.345289142,0.353,114.4131299,-1.57198326,6.873760443,-10.01053101,1.289766993,Andrew McCutchen,9847,457705
Eddie Rosario,ATL,142,516,21,64,74,3,0.065891472,0.236434108,0.194560669,0.299703264,0.255230125,0.304854368,0.449790794,0.322259527,0.317,100.375843,-1.912125879,-1.671869693,-3.094800711,1.272924536,Eddie Rosario,12155,592696
Jake Meyers,HOU,112,341,10,42,33,5,0.076246334,0.258064516,0.155339806,0.283018867,0.226537216,0.296187683,0.381877022,0.296723122,0.283,87.96183875,0.733712108,-4.184951407,4.993490338,1.248685576,Jake Meyers,20308,676694
Ty France,SEA,158,665,12,79,58,1,0.064661654,0.175939849,0.115843271,0.294117647,0.250425894,0.336842105,0.366269165,0.314825235,0.342,105.3172583,-4.334586082,-0.097746872,-10.28664756,1.242382583,Ty France,17982,664034
Esteury Ruiz,OAK,132,497,5,47,47,67,0.040241448,0.199195171,0.091314031,0.315028901,0.25389755,0.308641975,0.345211581,0.289507065,0.271,85.37231218,8.315533814,-0.395398721,-4.310621619,1.233149305,Esteury Ruiz,21780,665923
Elvis Andrus,CHW,112,406,6,39,44,12,0.061576354,0.174876847,0.106951872,0.294314381,0.251336898,0.303703703,0.35828877,0.290109679,0.267,81.33249786,0.680417018,-8.400816047,6.751074791,1.226202768,Elvis Andrus,8709,462101
Nick Madrigal,CHC,92,294,2,34,28,10,0.034013605,0.081632653,0.088888889,0.282786885,0.262962962,0.311418685,0.351851851,0.293640889,0.294,84.94904425,-0.718394498,-6.200278825,8.230985045,1.198590033,Nick Madrigal,20521,663611
DJ LeMahieu,NYY,136,562,15,55,44,2,0.106761565,0.222419928,0.146881288,0.295264623,0.243460764,0.327402135,0.390342052,0.314565414,0.322,98.78552739,-4.458395292,-5.276213204,-2.029648185,1.196550401,DJ LeMahieu,9874,518934
Evan Carter,TEX,23,75,5,15,12,3,0.16,0.32,0.338709678,0.411764705,0.306451612,0.413333333,0.64516129,0.4346237,0.341,182.0241357,0.001403706,7.372558041,2.035068214,1.195009701,Evan Carter,27790,694497
Donovan Solano,MIN,134,450,5,43,38,0,0.088888888,0.222222222,0.109137056,0.365517241,0.281725888,0.368888888,0.390862944,0.337812522,0.351,115.5772071,-2.911840297,5.487297105,-9.078267336,1.183345696,Donovan Solano,8623,456781
Travis Jankowski,TEX,107,287,1,34,30,19,0.121951219,0.146341463,0.068825911,0.310679611,0.263157894,0.356643356,0.331983805,0.312293959,0.302,97.2347107,2.955844324,2.004900093,-0.303848028,1.152713363,Travis Jankowski,13768,608671
Yoán Moncada,CHW,92,357,11,39,40,1,0.056022408,0.299719887,0.164670659,0.350230414,0.260479041,0.305322128,0.4251497,0.31484239,0.314,98.4752823,-0.649419281,-1.301633462,0.39487642,1.132446886,Yoan Moncada,17232,660162
Dairon Blanco,KCR,69,138,3,19,18,24,0.072463768,0.239130434,0.193548387,0.329545454,0.258064516,0.323529411,0.451612903,0.333020441,0.304,107.138614,2.918038714,4.098428832,2.513487816,1.132028482,Dairon Blanco,19779,680118
Victor Caratini,MIL,62,226,7,23,25,1,0.084070796,0.199115044,0.12437811,0.296052631,0.258706467,0.327433628,0.383084577,0.31233575,0.31,94.54833886,-2.594361915,-4.120717607,7.781440735,1.130742371,Victor Caratini,14968,605170
